500.0 550.0 0.01043920
550.0 600.0 0.00990080
600.0 650.0 0.01169960
650.0 700.0 0.00212420
700.0 750.0 0.00288820
750.0 800.0 0.00131360
800.0 850.0 0.00253800
850.0 900.0 0.00670300
900.0 950.0 0.00474500
950.0 1000.0 0.00687260
1000.0 1100.0 0.00256700
1100.0 1200.0 0.00223950
1200.0 1300.0 0.00268080
1300.0 1400.0 0.00400140
1400.0 1500.0 0.00919880
1500.0 1600.0 0.00260360
1600.0 1700.0 0.01862220
1700.0 1800.0 0.00241310
1800.0 1900.0 0.00282300
1900.0 2000.0 0.01208170
2000.0 2500.0 0.01204200
2500.0 3000.0 0.01204260
3000.0 3500.0 0.01466760
3500.0 4000.0 0.01975780
4000.0 6000.0 0.01787855
