500.0 550.0 0.17747772
550.0 600.0 0.18266312
600.0 650.0 0.17737006
650.0 700.0 0.18453488
700.0 750.0 0.18804684
750.0 800.0 0.18609888
800.0 850.0 0.18973630
850.0 900.0 0.19276322
900.0 950.0 0.19842374
950.0 1000.0 0.20063740
1000.0 1100.0 0.19955600
1100.0 1200.0 0.20733210
1200.0 1300.0 0.21240340
1300.0 1400.0 0.21660120
1400.0 1500.0 0.21596510
1500.0 1600.0 0.22420980
1600.0 1700.0 0.22815660
1700.0 1800.0 0.22634950
1800.0 1900.0 0.23123950
1900.0 2000.0 0.22994350
2000.0 2500.0 0.22660340
2500.0 3000.0 0.22456820
3000.0 3500.0 0.21837920
3500.0 4000.0 0.20985880
4000.0 6000.0 0.19305405
