500.0 550.0 0.001043920
550.0 600.0 0.000990080
600.0 650.0 0.001169960
650.0 700.0 0.000212420
700.0 750.0 0.000288820
750.0 800.0 0.000131360
800.0 850.0 0.000253800
850.0 900.0 0.000670300
900.0 950.0 0.000474500
950.0 1000.0 0.000687260
1000.0 1100.0 0.000256700
1100.0 1200.0 0.000223950
1200.0 1300.0 0.000268080
1300.0 1400.0 0.000400140
1400.0 1500.0 0.000919880
1500.0 1600.0 0.000260360
1600.0 1700.0 0.001862220
1700.0 1800.0 0.000241310
1800.0 1900.0 0.000282300
1900.0 2000.0 0.001208170
2000.0 2500.0 0.001204200
2500.0 3000.0 0.001204260
3000.0 3500.0 0.001466760
3500.0 4000.0 0.001975780
4000.0 6000.0 0.001787855
